cva,name,street,city,state and zip
2229,50 Lefferts Tenants Corp,50 Lefferts Ave,Brooklyn, NY 11220
2230,La Casa Loma Apts,100 Rio Vista Pl,Santa Fe, NM 87501
2231,Melvin Park,351 Suter Rd,Baltimore, MD 21228
2232,Hidden Lake Apts 2,7001 Martin Dr,New Orleans, LA 70126
2233,Hidden Lake Apts 3,7001 Martin Dr,New Orleans, LA 70126
2234,Riveraine Apts-Club House 1,8181 Colony St,Houston, TX 77036
2235,Riveraine Apts-Club House 2,8181 Colony St,Houston, TX 77036
2236,201 Saint Pauls Ave,201 Saint Pauls Ave,Jersey City, NJ 07306
2237,Sherri Park 1,2111 & 2201 Acacia Park,Lyndhurst, OH 44124
2238,Sherri Park 2,2111 & 2201 Acacia Park,Lyndhurst, OH 44124
2239,Redford Park Apt,808 Gladstell Rd,Conroe, TX 77304
2240,Casa Del Mar,2431 FM 1960 Rd W,Houston, TX 77068
2241,Cambridge Village,12945 S Post Oak Rd,Houston, TX 77045
2242,Gates of Oakwood Apts,294 Wright Ave,Terrytown, LA 70056
2243,Canyon Village,3200 Finfeather Rd,Bryan, TX 77801
2244,Key Vista Apts,4348 Plaza Dr,Holiday, FL 34691-2820
2245,Cashel Springs,14222 Wunderlich Dr,Houston, TX 77069
2246,Wesleyan College of North Carolina - Eli,3400 N Wesleyan Blvd,Rocky Mount, NC 27804
2247,557 Knickerbocker Ave,557 Knickerbocker Ave,Brooklyn, NY 11221
2248,Townsend Apts,3450 Townsend Blvd,Jacksonville, FL 32277
2249,Village at Marley Station,132 Southbridge Dr,Glen Burnie, MD 21060
2250,2801 15 St NW,2801 15 St NW,Washington, DC 20009
2251,4000 36 St,4000 36 St,Mount Rainier, MD 20712-1911
2252,Highpoint in the Park,2425 W River Rd,Elyria, OH 44035
2253,The Hamptons at Town Center,19757 Crystal Rock Dr,Germantown, MD 20874
2254,1829 Decatur St,1829 Decatur St,Queens, NY 11385-6064
2255,Wilson Apts,available,Dallas, TX 75201
2256,Willow Apt,10919 Fondren Rd,Houston, TX 77096
2257,Twenty One Turtle Creek,3883 Turtle Creek Blvd,Dallas, TX 75219
2259,United Dominion Realty Trust,2775 Mesa Verde Dr E,Costa Mesa, CA 92626-4957
2260,Rosecrest Apts,45 S Idlewild St,Memphis, TN 38104
2261,Hamden Center,169 School St,Hamden, CT 06518
2262,Southwillow,6885 Redwood Rd,West Jordan, UT 84084
2263,Shaw Terrace Apts,17420 SW Shaw St,Aloha, OR 97007
2264,Cornerstone Crossing,1877 Fountainview,Columbus, OH 43232
2265,Cornerstone Crossing,1988 Fountainview,Columbus, OH 43232
2266,Cornerstone Crossing,6033 Lake Club Ct,Columbus, OH 43232
2267,Cornerstone Crossing,5900 Chatford,Columbus, OH 43232
2268,Cornerstone Crossing,5840 Chatford,Columbus, OH 43232
2269,Cornerstone Crossing,6000 Lake Club,Columbus, OH 43232
2270,Cornerstone Crossing,2089 Lake Club Terrace,Columbus, OH 43232
2271,Kwik Wash Store 032 - San Antonio,13425 Nacogdoches Rd,San Antonio, TX 78217
2272,9190 Schmuckly Dr,9190 Schmuckly Dr,Sacramento, CA 95826
2273,2500 Magnolia St,2500 Magnolia St,Oakland, CA 94607
2274,Summit Hill Towers,8484 16th St,Silver Spring, MD 20910
2275,Grande Pointe Apts - Room 1,5800 University Blvd-Room 1,Jacksonville, FL 32216
2277,Landings at Southpoint,3530 Victoria Park Rd,Jacksonville, FL 32216
2278,Southern Oaks Apts,5135 W Mountain St,Stone Mountain, GA 30083-3599
2279,L'Estancia Garden Apts,3516 Coronado Dr,Sarasota, FL 34231
2280,2814 5th St,2814 5th St,Sacramento, CA 95818
2281,Heathbriar Apts,4874 S Village Dr,Toledo, OH 43614
2282,Carringon Court Apts,7900 Westheimer Rd,Houston, TX 77063
2283,Falls at Clear Lake Apts,801 E Nasa Rd 1,Webster, TX 77598
2284,9 Gracie Square,9 Gracie Sq,New York, NY 10028
2285,Castlegate Apts,6900 W 84 Way,arvada, CO 80003
2286,Clear Lake Club Condo,710 Executive Center Dr,West Palm Beach, FL 33401
2287,Sands Point Apts,8300 Sands Point Dr,Houston, TX 77036
2288,Lakeview Towers at Belmar,679 S Reed Ct 3,Lakewood, CO 80226
2289,Americana South Bay,20707 Anza Ave,Torrance, CA 90503
2290,Plaza on Hammerly Apts,8515 Hammerly Blvd,Houston, TX 77055
2291,Hillside Creek Apts,1730 E Oltorf St -Room 1,Austin, TX 78741
2292,Kenwood Condo,5101 River Rd,Bethesda, MD 20816
2293,1420 F St,1420 F St,Davis, CA 95616
2294,Los Altos Towers,9125 Copper Ave NE,Albuquerque, NM 87123
2295,Tudor Arms,501 W University Pkwy,Baltimore, MD 21210
2296,Eudowood Towers 6-1 Fl,1000 E Joppa Rd,Towson, MD 21286
2297,The Plaza Owners Assoc Inc,221 Columbia Dr,Cape Canaveral, FL 32920
2298,700 Wethersfield Ave - Rm 1,700 Wethersfield Ave Rm 1,Hartford, CT 06109
2299,Ashford Cescent Oaks Apts,6718 De Moss Dr,Houston, TX 77074
2300,700 Wethersfield Ave - Rm 2,700 Wethersfield Ave - Rm 2,Hartford, CT 06109
2301,Park Place Apts,3340 E Walnut St,Pearland, TN 77581
2302,Presidential Goldview Condo,1860 N Congress Ave,West Palm Beach, FL 33401
2303,South Bay Club Condo,800 West Ave,Miami Beach, FL 33139-5542
2304,1820 Whitley Ave,1820 Whitley Ave,Hollywood, CA 90028
2305,1837 Whitley Ave,1837 Whitley Ave,Hollywood, CA 90028
2306,1823 Grace Ave,1823 Grace Ave,Hollywood, CA 90028
2307,6600 Yucca St,6600 Yucca St,Hollywood, CA 90028
2308,49 N Broadway,49 N Broadway,Yonkers, NY 10701
2309,185 Riverdale Ave,185 Riverdale Ave,Yonkers, NY 10705
2310,27 Ludlow St,27 Ludlow St,Yonkers, NY 10705
2311,180 Hawthorne Ave,180 Hawthorne Ave,Yonkers, NY 10705
2312,Esprit Cherry Creek,5001 E Mississippi Ave,Glendale, CO 80246
2313,101 Glen Eyrie Ave,101 Glen Eyrie Ave,San Jose, CA 95125
2314,Arch Apts,703 W Gourley Pike,Bloomington, IN 47404
2315,Cornerstone Apts,2409 S Conway Rd,Orlando, FL 32812
2316,550 Vanderbilt Avenue Condos,550 Vanderbilt Ave,Brooklyn, NY 11238-3295
2317,Lakeview Apts,96E E Lakeview Ave,Leonia, NJ 07605-2165
2318,Plantation Apts,2425 Sage Rd,Houston, TX 77056
2319,Ashford Westchase Apts,3600 Woodchase Dr,Houston, TX 77042
2320,Stancliff Park Apts,10350 Lands End Dr,Houston, TX 77099
2321,Willow Bend Apts,13949 Bammel N Houston Rd,Houston, TX 77066
2322,Letterman House Condo,2030 F ST NW,Washington, DC 20006
2323,Tower America Riverside,1 River Ct,Jersey City, NJ 07310
2324,Carriage Hill Apts,2355 W Michigan Ave,Pensacola, FL 32526-2365
2325,Bristol Aquare Apts,1504 Yuma St,Colorado Springs, CO 80909
2326,204 E 84 St,204 E 84 St,New York, NY 10028
2327,285 Riverside Dr,285 Riverside Dr,New York, NY 10025-5276
2328,Pointe at Merritt Street,561 Merritt Morning Way,Altamonte Springs, FL 32701
2329,Grand Manor,970 Main St,Hackensack, NJ 07601
2330,Greenleaf Manor Apts,2122 E Bristol St,Elkhart, IN 46514-4131
2331,Grymes Hill,6 Stratford Rd,Staten Island, NY 10301
2332,Grymes Hill,9 Seth Ct,Staten Island, NY 10301
2333,Grymes Hill,14 Seth Ct,Staten Island, NY 10301
2334,Grymes Hill,153 Arlo Rd,Staten Island, NY 10301
2335,Grymes Hill,170 Arlo Rd,Staten Island, NY 10301
2336,Southwillow,6885 Redwood Rd,West Jordan, UT 84084
2337,Southwillow,6885 Redwood Rd,West Jordan, UT 84084
2338,Pines of Burnsville,1024 W Burnsville Pkwy,Burnsville, MN 55337
2339,Highland Woods - North,4748 Country Lane,Warrensville Hts, OH 44128
2340,777 6 Ave,777 6 Ave,New York, NY 10009
2341,Taylors Place Apts,4213 E 12 St,Sioux Falls, SD 57103
2342,Highland Senior Residence-Rella,34 Highland Ave,Yonkers, NY 10705
2343,Garden City Apts,9601 E Montgomery Rd,Houston, TX 77089
2344,Avalon,700 Marlin Ave,Foster City, CA 94404
2345,270 Commerce Drive,SDC3 CVA,FT Washinton, PA 19034
2346,Mesa Verde Apts,4610 NE Eubank,Abluquerque, NM 87111
2347,Meadowbrook Plaza Apts,600 E Little York Rd,Houston, TX 77076
2348,New School,318 E 15 St,New York, NY 10003
2349,Kensington Apts,131 Kensington Ave,Jersey City, NJ 07304
2350,Timber Lodge,1769 N Coronado Pkwy,Thornton, CO 80229
2351,Williams Street Lofts,1833 Williams St,Denver, CO 80218
2352,Birch House,600 N Birch Rd,Fort Lauderdale, FL 33304
2353,Gables Town Place,21409 Town Lakes Dr,Boca Raton, FL 33486
2354,Castlegate Apts,6900 W 84 Way,Arvada, CO 80003
2355,Sundance,1160 S Bellaire St,Glendale, CO 80246
2356,Lauderhill Point,3144 NW 19th St,Lauderhill, FL 33311
2357,Collection at Riverside,1300 S Pleasant Valley Rd,Austin, TX 78741
2358,Hermitage Hill Apts,2256 N Beauregard St,Alexandria, VA 22311
2359,Spring Meadows Apts,10030 N 43 Ave,Glendale, AZ 85302
2360,Desert Palm Village - Bldg 9,1215 E Vista Del Cerro Dr,Tempe, AZ 85281
2361,Desert Palm Village - Fitness Cntr,1215 E Vista Del Cerro Dr,Tempe, AZ 85281
2363,Pinon Terrace,20 Primrose Cir,Durango, CO 81301
2364,8000 Midcrown Apts,8000 Midcrown Dr,San Antonio, TX 78218
2365,Vista Alegre Apts,1409 Zepol Rd,Santa Fe, NM 87507
2367,Harbor View,45 Traverse Ave,Port Chester, NY 10573
2368,Longview,315 King St,Port Chester, NY 10573
2369,Haven Fort Belvoir Apts,9190 Richmond Hwy,Fort Belvoir, VA 22060
2370,1055 Kennedy Blvd E,1055 Kennedy Blvd,Weehawken, NJ 07086
2371,Longview - B,315 King St,Port Chester, NY 10573
2372,Calvert at Quarterfield Crossing - A,440 Pamela Rd,Glen Burnie, MD 21061
2373,Calvert at Quarterfield Crossing - B,440 Pamela Rd,Glen Burnie, MD 21061
2374,315 W 86 St,315 W 86 St,New York, NY 10024
2375,Mont Belvieu Apts,9407 N Hwy 146,Baytown, TX 77520
2376,Live Oak Apts,851 Threadneedle St,Houston, TX 77079
2377,Casa Caribe Apt,515 1 St,Galveston, TX 77550
2378,Kingwood Lakes Apts,3700 Kingwood Dr,Kingwood, TX 77339
2380,Newton Village Apts,607 Ridge Rd,Newton Falls, OH 44444
2381,Park Towers,370 Ocean Pkwy,Brooklyn, NY 11218
2382,Biltmore Apts,6259 Melody Ln,Dallas, TX 75231
2383,Boulders Apts,6303 Duck Creek Dr,Garland, TX 75043
2384,Princeton Court Apts,6131 Melody Ln,Dallas, TX 75231
2385,Cambridge Apts,5959 E Northwest Hwy,Dallas, TX 75231
2386,Auburn Glen Apts-Office,8024 Southside Blvd,Jacksonville, FL 32256
2387,Colts Crossing Apts,159 Elkhorn Meadows Dr,Georgetown, KY 40324
2388,Belle View Condo,1204 Belle View Blvd,Alexandria, VA 22307
2389,Residence at Skyway,901 Skyway Blvd,Colorado Springs, CO 80905
2390,Avenue 15,1609 W Glendale Ave,Phoenix, AZ 85021
2391,Women in Need,1738 E New York Ave,Brooklyn, NY 11212
2392,Auburn Glen Apts-Back Rm,8024 Southside Blvd,Jacksonville, FL 32256
2393,Cherrydale Apts,1100 Cherry Hill Rd,Baltimore, MD 21225
2394,Cambridge Village-B,12945 S Post Oak Rd,Houston, TX 77045
2395,Colonial Hill Condo-A,4 Colonial Dr,Little Falls, NJ 07424
2396,Colonial Hill Condo-B,4 Colonial Dr,Little Falls, NJ 07424
2397,Colonial Hill Condo-C,4 Colonial Dr,Little Falls, NJ 07424
2398,Addison at English Village-LR2,700 Lower State Rd,North Wales, PA 19454-2167
2399,Nathan Hale,3411-3419 Irwin Ave,Bronx, NY 10463
2400,2955 East 196 St,2955 East 196 St,Bronx, NY 10461
2402,Imperial House Apts,1 Wall St,Fort Lee, NJ 07024
2403,Continent Phase I,6280 Busch Blvd,Columbus, OH 43229
2404,4668 Huntington Dr S,4668 Huntington Dr S,Los Angeles, CA 90032
2405,Park Manor,2930 W Pioneer,Irving, TX 75061
2406,Belden Stratford,2300 N Lincoln Park W,Chigago, IL 60614
2408,Golden Meadows,14460 W California Ave,Kerman, CA 93630
2409,Donnelly Gardens,1295 Donnelly Ave,Atlanta, GA 30310-521
2410,84-25 118 St,84-25 118 St,Kew Gardens, NY 11415
2411,Nathan Hale,3411-3419 Irwin Ave,Bronx, NY 10463
2412,Columbiana Manor apts,331 W Salem St,Columbiana, OH 44408
2413,Sibley - A,225 E Main St,Rochester, NY 14604
2414,Sibley - B,225 E Main St,Rochester, NY 14604
2415,525 Ocean Pkwy,525 Ocean Pkwy,Brooklyn, NY 11218
2416,Crestview at Cordova,3500 Creighton Rd,Pensacola, FL 32504
2417,The Regency,200 Elm St,West Haven, CT 06516-4626
2418,Amador Apts,24660 Amador St,Hayward, CA 94544
2419,Creekside Glen Apts,125 Near Ct,Walnut Creek, CA 94596
2420,Newton Village apts,607 Ridge Rd,Newton Falls, OH 44444
2421,Studio City Apts,2299 Winter Pkwy,Cuyahoga Falls, OH 44221-3768
2422,Summerhill Apts,2925 N Greenfield Rd,Phoenix, AZ 85016
2423,Summerwood Commons,19500 Euclid Ave,Cleveland, OH 44117
2424,968 Larrabee St,968 Larrabee St,West Hollywood, CA 90069
2425,1900 Oakdale Rd,1900 Oakdale Rd,Modesto, CA 95355
2426,Quail Ridge Apts,1001 N State Rd,Davison, MI 48423
2427,Park Crest Apts,2324 41 St NW,Washington, DC 20007
2428,Captains Cove Condo,100 Cove Way,Quincy, MA 02169
2429,Captains Cove Way,200 Cove Way,Quincy, MA 02169
2430,Foundry Condos,320 W 2 St,Boston, MA 02127
2431,100 Memorial Dr Apts,100 Memorial Dr,Cambridge, MA 02142
2432,Pinebrook Apts,37 Woodcock Ave,Haverhill, MA 01832-3885
2433,Gambrill Garden,1 Strecker Rd,Ellisville, MO 63011
2434,Providence at Heights,2400 Hackett Dr,Houston, TX 77008
2435,110 Clifton Pl,110 Clifton Pl,Brooklyn, NY 11238
2436,Central Court,2510 N Central Ave,Tampa, FL 33602
2437,CDA Technical Institure Jax,91 Trout River Dr,Jacksonville, FL 32208
2438,Visconti,2000 Legacy Club Dr,Maitland, FL 32751
2439,Birchwood Apts,4824 Coles Manor Pl,Dallas, TX 75204
2440,Cinnamon Park Apts,2612 Cinnamon Park Cir,Arlington, TX 76016
2441,770 W Huron St,77 W Huron St,Chicago, IL 60610
2442,Cinnamon Ridge,6565 Spencer Hwy,Pasadena, TX 77505
2443,Hamilton Woods Apts,1009 Green Oak Dr,Novato, CA 94949
2444,404 N Maple Dr,404 N Maple Dr,Beverly Hills, CA 90210
2445,110 Clifton Pl-Rm B,110 Clifton Pl,Brooklyn, NY 11238
2446,110 Clifton Pl-Rm C,110 Clifton Pl,Brooklyn, NY 11238
2447,Rancho Verde,5800 Truchas Dr NE,Albuquerque, NM 87109
2448,Warren West Apts,1001 Louisiana Blvd NE,Albuquerque, NM 87110
2449,San Miguel Del Bosque Apts,9180 Coors Blvd NW,Albuaquerque, NM 87120
2450,Overlook Apts,6200 Eubank Blvd NE,Albuquerque, NM 87111
2451,Canon Village,5300 Eubank Blvd NE,Albuquerque, NM 87111
2452,Coolwood Oaks,777 Coolwood Dr,Houston, TX 77013
2453,801 National City Blvd,801 National City Blvd,National City, CA 91950
2454,Bonita Glen Apts-Chula Vista,250 Bonita Glen Dr,Chula Vista, CA 91910
2455,Sunset view Apts,2101 SW Sunset Blvd,Renton, WA 98057
2457,The Brittany,708 N Country Club Dr,Mesa, AZ 85201
2458,Mobile Loaves & Fishes,9301 Hog Eye Rd,Austin, TX 78724
2459,Birchwood Apts-B,4824 Coles Manor Pl,Dallas, TX 75204
2460,Lodge at Legacy Park,2601 Furrs St,Arlington, TX 76006
2461,The Metropolis,2200 S Pleasant Valley Rd,Austin, TX 78741
2462,Williamsburg of Cincinnati Apts,200 W Galbraith Rd,Cincinnati, OH 45215
2463,78 8 Ave Tenants Corp,78 8 Ave,Brooklyn, NY 11215
2464,3060 Bell St,3060 Bell St,Sacramento, CA 95821
2465,88 Buena Vista Ave,88 Buena Vista Ave,San Anselmo, CA 94960
2466,Arbors Apts,4501 Shepard Rd NE,Albuquerque, NM 87110
2467,205 E 238 St,205 E 238 St,Bronx, NY 10470
2468,1234 Midland Ave,1234 Midland Ave,Bronxville, NY 10708
2469,Niagara Gateway Apts,885 Niagara St,Buffalo, NY 14213-2114
2470,Ashfield House Laundry,369 Main St,Ashfield, MA 01330-9656
2471,25-41 30 Rd,25-41 30 Rd,Astoria, NY 11102
2472,Pinewood Plaza Apts,3963 Persimmon Dr,Fairfax, VA 22031
2473,Van Buren Park Apts,2045 W Jackson Blvd,Chicago, IL 60612
2474,Summervale Apts,9221 Pagewood Ln,Houston, TX 77063
2476,Reserve at Santa Fe,941 Calle Mejia,Santa Fe, NM 87501
2477,Old Hickory Tower Apts,930 Industrial Dr,Old Hickory, TN 37138
2478,Parc Fontaine Apts,3201 Rue Parc Fontaine,New Orleans, LA 70131
2479,Mason De Ville,707 Greens Rd,Houston, TX 77060
2480,Carver Ridge Townhomes,340 Crosstown Blvd,Chaska, MN 55318-2492
2481,Garden Oaks Tower,3200 Garden Oaks Dr,New Orleans, LA 70114
2482,Garden Court Apts,100 S Marshall St,Lancaster, PA 17602
2483,Marina Del Ray (by office),4157 Via Marina (by office),Marina Del Ray, CA 90292
2484,4121 Dale Rd,4121 Dale Rd,Modesto, CA 95356
2485,2300 Oakdale Rd,2300 Oakdale Rd,Modesto, CA 95355
2486,Lodge on El Dorado,265 El Dorado Blvd,Webster, TX 77598
2488,Seminole Garden Apts,1600 W 5 St,Sanford, FL 32771-1738
2489,Sulzbacher Village,5455 Springfield Blvd,Jacksonville, FL 32208
2490,29 Kress Ave,29 Kress Ave,New Rochelle, NY 10801
2491,114 Clinton St,114 Clinton St,Brooklyn, NY 11201
2492,Artisan,10025 E Girard Ave,Denver, CO 80231
2493,Heather Glen Apts,2823 Silent Wood Trail,Rockford, IL 61109
2494,Lafayette Square,2733 Gehring Dr,Gretna, LA 70053
2495,Vineyard,6706 N Dysart Rd,Glendale, AZ 85307
2496,Versailles,6600 Boulevard E,West New York, NJ 07093-4232
2497,42200 Moraga Rd - B,42200 Moraga Rd,Temecula, CA 92591
2498,Marina Del Mar Apts,100 Kings Point Dr,Sunny Isles, FL 33160
2499,Forest Place,1600 NE 135 St,North Miami, FL 33181
2500,Bayvue Apts,1293 Bayside Ave,Woodbridge, VA 22191
2501,Shawnee Gardens Condos,717 Tuckahoe RD,Yonkers, NY 10710
2502,Riviera Parkway Apts,2798 Saint Johns Ave,Jacksonville, FL 32205
2503,PARKSIDE CONDOMINIUM,10520 Montrose Ave,BETHESDA, MD 20814
2504,Richmond Chase Apts,8155 Richmond Ave,Houston, TX 77063
2505,Regal Vista Apts,3475 Pleasantdale Rd,Doraville, GA 30340
2506,Village at Willow Glen The-San Jose,465 Willow Glen Way,San Jose, CA 95125
2507,30-02 39 Ave,30-02 39 Ave,Long Island City, NY 11101
2508,2475 Palisade Ave,2475 Palisade Ave,Bronx, NY 10463
2509,Chelsea Seventh Condo,170 W 23 St,New York, NY 10011
2510,Hawthorne North Ridge,6429 The Lakes Dr,Raleigh, NC 27609
2511,Waters Edge,24101 Lakeshore Blvd,Euclid, OH 44123
2512,1630 R ST APTS,1630 R ST NW APTS,Washington, DC 20009
2513,Waters Edge,23951 Lakeshore Blvd,Euclid, OH 44123
2514,Cambridge Estates,32 Oxford Dr.,Norwich, CT 06360
2515,Willow Park,1151 Roger Ave,Swansea, IL 62226
2516,Vistas at 7 Bar Ranch,10500 Cibola lp nw,Albuquerque, NM 87114
2517,La Entrada Apts,8000 Montgomery Blvd,Albuquerque, NM 87109
2518,Towers,5400 Montgomery Blvd NE,Albuquerque, NM 87109
2519,Vila Hermosa,2600 Americare CT NW,Albuquerque, NM 87120
2520,Pinewood Apts,1401 Pennsylvania ST NE,Albuquerque, NM 87110
2521,Montgomery Manor,4301 Morris ST NE,Albuquerque, NM 87111
2522,Pearl at Spring Creek,5600 Gibson Blvd SE,Albuquerque, NM 87108
2523,Sedona Ridge,3400 Wyoming Blvd NE,Albuquerque, NM 87111
2524,Valley Stream Village,6400 Glenhurst Dr,Maumee, OH 43357
2525,French Quarter,2550 S Loop 35,Alvin, TX 77511
2526,Portfolio Landing Apts,910 Cypress Station Dr,Houston, TX 77090
2527,Villas Del Encanto,1830 Bandera Rd,San Antonio, TX 78228
2528,Kenilworth Towers 1,3801 Kenilworth Ave,Bladensburg, MD 20710
2529,View At Westover Hills Apts,3010 W Loop 1604 N,San Antonio, TX 78251
2530,Thurber Gate,684 Thurber Dr W,Columbus, OH 43215
2531,2626 Tunlaw RD NW,2626 Tunlaw RD NW,Washington, DC 20007
2532,Eagle Point Apts,4401 Morris St NE,Albuquerque, NM 87111
2533,2711 Henry Hudson,2711 Henry Hudson Pkwy,Riverdale, NY 10463
2534,Madeira The,7533 38 Ave N,Saint Petersburg, FL 33710
2535,Tuscan Heights Apts,1635 W 85 Ave,Denver, CO 80260
2536,10 De Sabla Rd - San Mateo,10 De Sabla Rd,San Mateo, CA 94402
2537,Riley Towers,650 N Alabama St Tower 1,Indianapolis, IN 46204
2538,Riley Towers,650 N Alabama St Tower 2,Indianapolis, IN 46204
2539,Riley Towers,650 N Alabama St Tower 3,Indianapolis, IN 1-9176
2540,Summit at Keystone,6630 Glenbrook Dr,Indianapolis, IN 46220
2541,Hunters Ridge,628 Gorman St,Shakopee, MN 55379
2542,Trump Village Section 4,2928 W 5th St, Room A,Brooklyn, NY 11220
2543,Trump Village Section 4,2928 W 5th St, Room B,Brooklyn, NY 11220
2544,Trump Village Section 4,2928 W 5th St, Room C,Brooklyn, NY 11220
2545,Trump Village Section 4,2928 W 5th St, Room D,Brooklyn, NY 11220
2546,Stockbridge Court Apts North,45 Willow St,Springfield, MA 01103
2547,1809 20 St NW,1809 20 St NW,Washington, DC 20009
2548,Avalon Towers,10 W Broadway,Long Beach, NY 11561
2549,264 Lexington Ave,264 Lexington Ave,New York, NY 10016
2550,National Park Club,15 Gramercy Park S,New York, NY 10013
2551,Greentree Condo 2,590 Broadway,Lynbrook, NY 11563
2552,Wilshire Pines Apts,208 E Baseline Rd,Tempe, AZ 85283-1241
2553,Heights At Post Oak The,12500 Dunlap St,Houston, TX 77035
2554,Winding Trails Apts,10300 S Wilcrest Dr,Houston, TX 77099
2555,Woodland Ridge Apts,3421 Foxboro Dr,Woodridge, IL 60517
2556,12895 Uvas Rd,12895 Uvas Rd,Morgan Hill, CA 95037
2557,Redstone Manor,39 Glenbrook Rd,Stamford, CT 06902
2559,Lindenwood Gardens,155 81 Howard St, Building-3,Howard Beach, NY 11414
2560,Lindenwood Gardens,155 81 Howard St, Building-4,Howard Beach, NY 11414
2561,Lindenwood Gardens,155 81 Howard St, Building-6,Howard Beach, NY 11414
2562,Lindenwood Gardens,155 81 Howard St, Building-7,Howard Beach, NY 11414
2563,Lindenwood Gardens,155 81 Howard St, Building-8,Howard Beach, NY 11414
2564,Lindenwood Gardens,155 81 Howard St, Building-9,Howard Beach, NY 11414
2565,Lindenwood Gardens,155 81 Howard St, Building-10,Howard Beach, NY 11414
2566,205 E 77 St,205 E 77 St,New York, NY 10075
2567,Sherman Hills,300 Parkview Cir,Wilkes Barre, PA 18702
2568,Limestone Canyon,12118 Walnut Park Xing,Austin, TX 78753
2569,Detroit City Apts,1431 Washington Blvd,Detroit, MI 48226
2570,Landmark at Grayson Park Apartment Homes,15501 Bruce B Downs Blvd,Tampa, FL 33647
2571,150 E 34 St,150 E 34 St,New York, NY 10016
2572,Hunter Creek Phase,1400 Vine St Building 13,Aspen, CO 81611
2573,Casa Luna Apts,10343 Sahara Dr,San Antonio, TX 78216
2574,Casa Del Encanto,10362 Sahara Dr.,San Antonio, TX 78216
2575,Edgebrook Apts,101 E Edgebrook Dr,Houston, TX 77034
2576,925 E 14 St,925 E 14 St,Brooklyn, NY 11230
2577,Cheesman Tower West Condos,1200 Humboldt St,Denver, CO 80218
2578,South at Parkview Apartment Homes,4944 S Sherwood Forest Blvd,Baton Rouge, LA 70816
2579,Point Alameda Apts,1380 Ballena Blvd,Alameda, CA 94501
2580,Lenox Apts,207 Van Vorst St,Jersey City, NJ 07302
2581,145 Kenilworth Pl,145 Kenilworth Pl,Brooklyn, NY 11210
2582,The Chelsea Apts,1910 Skidaway Rd,Savannah, GA 31404
2583,Morgan Park Apts,8902 N 19 Ave,Phoenix, AZ 85021
2584,Los Prados,832 NW 86 Ave,Plantation, FL 33324
2585,Lindenwood Gardens,155 81 St, Building- 1,Howard Beach, NY 11414
2586,Lindenwood Gardens,155 81 St, Building- 5,Howard Beach, NY 11414
2589,Foothill Place,2260 Foothill Dr, Building A,Salt Lake City, UT 84109
2590,Belford Towers Apts,6731 New Hampshire Ave, Building 6731,Takoma Park, MD 20912
2591,Belford Towers Apts,6731 New Hampshire Ave, Building 6735,Takoma Park, MD 20912
2592,Carling Hotel,1512 N Laselle Dr,Chicago, IL 60610
2593,Studios at Uptown Apts,245 Lorraine Dr, 229 1st Floor,Altamonte Springs, FL 32714
2594,Studios at Uptown Apts,245 Lorraine Dr, 230 1st Floor,Altamonte Springs, FL 32714
2595,Studios at Uptown Apts,245 Lorraine Dr, 260 1st Floor,Altamonte Springs, FL 32714
2596,2501 Q St NW,2501 Q St NW,Washington, DC 20007
2597,Chancery Apts,3130 Wisconsin Ave NW,Washington, DC 20016
2598,State House Apts,2122 Massachusetts Ave NW,Washington, DC 20008
2599,Laguna Clara-Santa Clara,3131 Homestead Rd,Santa Clara, CA 95051
2600,Villa Bellini,7050 NW 179 ST,Hialeah, FL 33015
2601,NOB Hill North,5454 Braesvalley Dr,Houston, TX 77096
2602,Township,401 S Bender Ave,Humble, TX 77338
2603,Yorkshire Village Apts,12221 Fleming Dr,Houston, TX 77013
2604,Bayou Parc Apts,4000 Watonga Blvd,Houston, TX 77092
2605,NOB Hill North - 2,5454 Braesvalley Dr,Houston, TX 77096
2606,Ocean Walk Apts,3900 S Roosevelt Blvd,Key West, FL 33040
2609,Cypress Springs Apts,8208 Cypress Springs Rd,Baton Rouge, LA 70811
2610,Windmill Point Apts,2501 N Alafaya Trail,Orlando, FL 32826
2611,431 Wilson Ave,431 Wilson Ave,Brooklyn, NY 11221
2612,Hunters Lake Apts,1207 Hunters Lake W Dr,Cuyahoga Falls, OH 44221
2613,La Casita,313 Sunnyside St,Houston, TX 77076
2614,Courtyards Apts the,6001 Topke Place NE,Albuquerque, NM 87109
2615,Kenilworth Towers 2,3801 Kenilworth Ave,Bladensburg, MD 20710
2616,The Meadows at Brick Kiln,82 Brick Kiln Rd,Chelmsford, MA 01824
2617,Charles River Towers,131 Coolidge Ave,Watertown, MA 02472
2618,Pinebrook South,15601 SW 137 Ave,Miami, FL 33177
2620,Advenir at French Quarter Apts,3205 S Parker Rd,Denver, CO 80014
2621,Siena Village,1737 W Missouri Ave,Phoenix, AZ 85015
2622,Carob Tree,9202 N 19 Ave,Phoenix, AZ 85021
2623,Harding Centre,267 W Center St,Marion, OH 43302
2624,1100 Howe Ave,1100 Howe Ave,Sacramento, CA 95825
2625,1432 Parkway Dr,1432 Parkway Dr,Melbourne, FL 32935
2626,512 W 136 St,512 W 136 St,New York, NY 10031
2627,Hampton East,4744 Benning Rd SE,Washington, DC 20019
2628,Villas on 76,2002 W 76 Ave,Denver, CO 80221
